Category,Sub Category,Price,Rating,Title,Feature
Electornics and Appliances,Laptops and Notebook Computers,849.99,Rated 4.3 out of 5 stars based on 62 reviews.,"Lenovo Flex 5 14"" Touchscreen 2-in-1 Laptop -  AMD Ryzen 7 7730U - 1200p - Windows 11","AMD RyzenaÑ¢ 7 7730U (8-core) Processor
14"" Touchscreen IPS WUXGA (1920 x 1200) Display
Wi-Fi 6 (2x2/160) Gig+ and Bluetooth 5.1 a  
Backlit Keyboard with Fingerprint Reader
Microsofta   Windows 11 Home"
Electornics and Appliances,Laptops and Notebook Computers,"1,299.99",Rated 4.2 out of 5 stars based on 58 reviews.,"LG Gram Pro 16"" Intel Evo Platform Laptop - 13th Gen Intel Core i7-1360P - GeForce RTX 3050 - 2560 x 1600 - Windows 11","Intel Evo Platform Powered by 13th Gen Intela   CoreaÑ¢ i7-1360P (12-Core) Processor   16.0"" IPS WQXGA (2560 x 1600) 350-Nits Display   Intela   Wi-Fi 6E (2x2/160) Gig+ and Bluetooth 5.1   Nvidia GeForce RTX 3050, 4GB   Microsofta   Windows 11 Home (64-bit)"
Electornics and Appliances,Laptops and Notebook Computers,"1,399.99",No Reviews,MSI Prestige 16 Intel Evo Edition powered by Intel Core Ultra 7 processor 155H - QHD+ (2560 X 1600) Windows 11,"Intel Evo Edition Powered by Intel Core Ultra 7 Processor 155H   Intel Killer Wi-Fi 7 BE1750 and Bluetooth 5.4   16"" QHD+ (2560 x 1600) IPS Display   White Backlit Keyboard with Fingerprint Reader   FHD IR Webcam with Dual Mics and Privacy Shutter"
Electornics and Appliances,Laptops and Notebook Computers,"1,299.99",Rated 4.1 out of 5 stars based on 30 reviews.,"MSI Prestige 16"" Intel Evo Platform Laptop - 13th Gen Intel Core i7-13700H  - QHD+ (2560 x 1600) - Windows 11 ","Intel Evo Platform Powered by 13th Gen Intela   CoreaÑ¢ i7-13700H Processor   Intela   Wi-Fi 6E (2x2/160) Gig+ and Bluetooth 5.3   16"" IPS 100% sRGB QHD+ (2560 x 1600) 165Hz Display   White Backlit Keyboard with Fingerprint Reader and 1080p Webcam   Microsofta   Windows 11 Home"
Electornics and Appliances,Laptops and Notebook Computers,"1,299.99",Rated 4.6 out of 5 stars based on 7 reviews.,"ASUS 16"" ROG Strix G16 Laptop - Intel Core i7-13650HX - GeForce RTX  4050 - 1920x 1200 - Windows 11","Intela   CoreaÑ¢ I7-13650HX (14-Core) Processor   Wi-Fi 6E (2x2/160) Gig+ and Bluetooth 5.2   16"" Anti-glare IPS FHD+ (1920 x 1200) 250-Nits 165Hz Display   NVIDIA GeForce RTXaÑ¢ 4050, 6GB   Backlit Chiclet 4-Zone RGB Keyboard"
Electornics and Appliances,Laptops and Notebook Computers,799.99,Rated 4.4 out of 5 stars based on 43 reviews.,"HP ENVY x360 15.6"" Touchscreen 2-in-1 Laptop - AMD Ryzen 7 7730U - 1080p - Windows 11","AMD RyzenaÑ¢ 7 7730U (8-Core) Processor   15.6"" Touchscreen IPS Edge-to-Edge Glass FHD (1920 x 1080) 250-Nits Display   Wi-Fi 6E (2x2/160) Gig+ and Bluetooth 5.3   Full-size Backlit Keyboard and 5MP IR Webcam with Shutter   Audio by Bang and Olufsen with Dual Speakers"
Electornics and Appliances,Laptops and Notebook Computers,"1,799.99",Rated 4.2 out of 5 stars based on 68 reviews.,"HP ENVY 16"" Touchscreen Laptop - 13th Gen Intel Core i7-13700H - GeForce RTX 4060 - WQXGA (2560 x 1600) 48-120Hz","13th Gen Intela   CoreaÑ¢ i7-13700H (14-Core) Processor   Wi-Fi 6E (2x2/160) Gig+ and Bluetooth 5.3   NVIDIA GeForce RTXa≠aÑ¢ 4060, 8GB   Backlit Keyboard with HP Imagepad and Integrated Webcam with Privacy Shutter   16"" Touchscreen IPS WQXGA (2560 x 1600) 400-Nits 48-120Hz Variable Refresh Rate Support Display"
Electornics and Appliances,Laptops and Notebook Computers,949.99,No Reviews,Acer Swift Go 14a ERUOù Touchscreen Laptop - Intel Core Ultra 7 Processor - LCD (1920 x 1200) Display - Windows 11,"Intela   CoreaÑ¢ Ultra 7a†(16-Core) Processor   KilleraÑ¢ Wi-Fi 6E (2x2/160) Gig+ and Bluetooth 5.3   14"" Touchscreena†IPS LED-Backlit WUXGA (1920 x 1200) 400-Nits Display   Backlit Keyboard, OceanGlassaÑ¢ Touchpad, Fingerprint Reader and 1440p Webcam   Microsofta   Windows 11 Home"
Electornics and Appliances,Laptops and Notebook Computers,799.99,No Reviews,Acer Aspire 17.3a ERUOù Laptop a ERUOì 13th Gen Intel Core i5-1335U Processor a ERUOì 1080p a ERUOì Window 11,"13th Gen Intela   CoreaÑ¢ i5-1335U (10-Core) Processor   17.3"" Widescreen IPS LED-Backlit FHD (1920 x 1080) Display   NVIDIA GeForce RTX 2050a†Graphics, 4GB   Backlit Keyboard and 1080p Webcam   1x HDMI 2.1 with HDCP Support"
Electornics and Appliances,Laptops and Notebook Computers,649.99,Rated 3.3 out of 5 stars based on 10 reviews.,"ASUS 14"" Vivobook Laptop - AMD Ryzen 7 7730U - Mobile Processor (1920 x 1200) - Windows 11","AMD RyzenaÑ¢ 7 7730U (8-Core) Processor   14"" WUGXA (1920x1200) LED-Backlit IPS Display   Wi-Fi 5 802.11ac WiFi + and Bluetooth 4.1   Chiclet Keyboard with Fingerprint Sensor   Microsofta   Windows 11 Home"
Electornics and Appliances,Laptops and Notebook Computers,599.97,Rated 4.7 out of 5 stars based on 23 reviews.,"Lenovo LOQ 15.6"" Gaming Laptop - 13th Gen Intel Core i5-13420H - GeForce RTX 2050 - 144HZ  -  1080p - Windows 11","13th Gen Intela   CoreaÑ¢ i5-13420H (8-Core) Processor   NVIDIA GeForce RTXaÑ¢ 2050, 4GB   Wi-Fi 6 (2x2/160) Gig+ and Bluetooth 5.0   15.6"" IPS LCD with LED-Backlight FHD (1920 x 1080) 144Hza†Display   Microsofta   Windows 11 Home"
Electornics and Appliances,Laptops and Notebook Computers,499.99,Rated 4.5 out of 5 stars based on 93 reviews.,"HP 14"" Laptop - 13th Gen Intel Core i3-1315U - 1080p - Includes Wireless Mouse - Windows 11","13th Gen Intela   CoreaÑ¢ i3-1315U Processor   8GB DDR4-3200 RAM   512GB PCIea   NVMeaÑ¢ M.2 Solid State Drive   Full-size, backlit, soft grey keyboard, HP Wireless Mouse
14"" Full HD Anti-glare Display"
Electornics and Appliances,Laptops and Notebook Computers,"1,299.99",Rated 4.5 out of 5 stars based on 60 reviews.,"Lenovo LEGION 5i Pro 16"" Gaming Laptop - 11th Gen Intel Core i7-11800H - 165Hz 2560 x 1600 Display - Storm Gray - Windows 11","Microsofta   Windows 11 Home   11th Gen Intela   CoreaÑ¢ i7-11800H Processor   Wi-Fi 6 (2x2/160) Gig+ and Bluetooth 5.0   NVIDIA GeForce RTXaÑ¢ 3050, 4GB   16"" LED-backlit Anti glare IPS WQXGA (2560 x 1600) 165Hz Display"
Electornics and Appliances,Laptops and Notebook Computers,"1,699.99",Rated 2 out of 5 stars based on 1 reviews.,"LG Gram SuperSlim 15.6"" OLED Intel Evo Platform Laptop - 13th Gen Intel Core i7-1360P - OLED FHD Display (1920 x 1080) - Windows 11","Intel Evo Platform Powered by 13th Gen Intela   CoreaÑ¢ i7-1360P (12-Core) Processor   15.6"" FHD (1920 x 1080) 500 Nit (HDR Peak Brightness) Anti Glare OLED Display   Intela   Wi-Fi 6E (2x2/160) Gig+ and Bluetooth 5.1   UltraSlim (0.49"") and Ultra Light Weight (2.18 lbs.) Chassis   Hi-Res Full HD IR Webcam with Facial Login and Dual Mics"
Electornics and Appliances,Laptops and Notebook Computers,"1,499.99",Rated 3.7 out of 5 stars based on 3 reviews.,"Lenovo ThinkPad Z16 16"" Touchscreen Laptop - AMD Ryzen 7 Pro 6850H - Windows 11","AMD RyzenaÑ¢ 7 Pro 6850H (8-core) Processor
Wi-Fi 6 (2x2/160) Gig+ and Bluetooth 5.1
16"" Touchscreen IPS Anti-Reflection WUXGA (1920 x 1200) 400 Nits Display
Microsofta   Windows 11 Home
Backlit Keyboard, Fingerprint Reader and 1080p IR Webcam"
Electornics and Appliances,Laptops and Notebook Computers,"2,399.99",No Reviews,"Microsoft Surface Laptop Studio 2 -  14.4"" Touchscreen 2-in-1 Laptop- Intel Evo Platform 13th Gen Intel Core i7-13700H Processor - GeForce RTX 4050 - Windows 11","14.4"" HDR PixelSense Flow Touchscreen Display (2400 x 1600)   Wi-Fi 6E: 802.11ax compatible Gig+ and Bluetooth 5.3   Windows 11 Home   NVIDIA GeForce RTXaÑ¢ 4050 GPU, 6GB   16GB LPDDR5x RAM"
Electornics and Appliances,Laptops and Notebook Computers,"1,299.99",Rated 4.2 out of 5 stars based on 23 reviews.,"HP Victus 16.1"" Laptop - 13th Gen Intel Core i7-13700H - GeForce RTX 4070 - 1080p 144Hz","13th Gen Intela   CoreaÑ¢ i7-13700H (14-Core) Processor   Wi-Fi 6E (2x2/160) Gig+ and Bluetooth 5.3   NVIDIA GeForce RTXa≠aÑ¢ 4070, 8GB   1-zone RGB Backlit Keyboard with Numeric Keypad and Integrated Webcam   16.1"" Micro-edge IPS FHD (1920 x 1080) 250-Nits 144Hz Display"
Electornics and Appliances,Laptops and Notebook Computers,799.99,Rated 4.2 out of 5 stars based on 380 reviews.,"Lenovo IdeaPad 5 15.6"" Touchscreen Laptop - 11th Gen Intel Core i7-1165G7 - 1080p",11th Gen Intela   Core i7-1165G7 Processor   Intela   Wi-Fi 6 (2x2/160) Gig+ and Bluetooth 5.1   Standard Backlit Keyboard with Fingerprint Reader   Integrated 720p Webcam with Privacy Shutter   Abyss Blue Chassis
Electornics and Appliances,Laptops and Notebook Computers,999.99,Rated 4.3 out of 5 stars based on 48 reviews.,"LG Ultra PC 16.0"" Lightweight Laptop - AMD Ryzen 7-5825U - AMD Radeon Vega Graphics - Windows 11","AMD RyzenaÑ¢ 7 5825U   AMD RadeonaÑ¢ Vega Graphics   16"" WUXGA (1920 x 1200) Display   Intela   Wi-Fi 6 (2x2/160) Gig+ and Bluetooth 5.1"
Electornics and Appliances,Laptops and Notebook Computers,"1,499.99",Rated 3.8 out of 5 stars based on 96 reviews.,"Acer Swift Edge 16"" 4K OLED Laptop - AMD Ryzen 7-6800U - Windows 11","Lightweight: At 2.58 lbs (1.17 kg) You Can Take the Swift Edge Anywhere   16""   OLED WQUXGA (3840 x 2400) 400 nits Display   AMD RyzenaÑ¢ 7 6800U Processor   Wi-Fi 6E (2x2/160) Gig+ and Bluetooth 5.2   Backlit Keyboard, Fingerprint Reader and 1080p Webcam"
Electornics and Appliances,Mini PC Desktop Computer and PCs,579.99,Rated 4.7 out of 5 stars based on 186 reviews.,"Mac mini a ERUOì Apple M2 Chip 8-core CPU, 10-core GPU a ERUOì 8GB Memory a ERUOì 256GB SSD a ERUOì  Silver","M2 Chip for Exceptional Speed and Performance   8-Core CPU Packs up to 18 Percent Faster Performance to Fly Through Workflows1:
10-Core GPU with up to 35 Percent Faster Performance for Graphics-intensive Apps1   16-Core Neural Engine for Advanced Machine Learning"
Electornics and Appliances,Mini PC Desktop Computer and PCs,"1,249.99",Rated 4.7 out of 5 stars based on 129 reviews.,"Mac mini a ERUOì Apple M2 Pro Chip 10-core CPU, 16-core GPU a ERUOì 16GB Memory a ERUOì 512GB SSD a ERUOì  Silver","M2 Chip for Exceptional Speed and Performance   8-Core CPU Packs up to 18 Percent Faster Performance to Fly Through Workflows1:
10-Core GPU with up to 35 Percent Faster Performance for Graphics-intensive Apps1   16-Core Neural Engine for Advanced Machine Learning"
Electornics and Appliances,Mini PC Desktop Computer and PCs,769.99,Rated 4.7 out of 5 stars based on 137 reviews.,"Mac mini a ERUOì Apple M2 Chip 8-core CPU, 10-core GPU a ERUOì 8GB Memory a ERUOì 512GB SSD a ERUOì  Silver","M2 Chip for Exceptional Speed and Performance   8-Core CPU Packs up to 18 Percent Faster Performance to Fly Through Workflows1:
10-Core GPU with up to 35 Percent Faster Performance for Graphics-intensive Apps1   16-Core Neural Engine for Advanced Machine Learning"
Electornics and Appliances,Mini PC Desktop Computer and PCs,"1,949.99",Rated 5 out of 5 stars based on 15 reviews.,"Mac Studio: Apple M2 Max chip with 12a ERUOëcore CPU, 30a ERUOëcore GPU, 512GB SSD ",M2 Max Chip for Exceptional Performance   12-core CPU Packs Up to 1.8x Faster Performance than 27-inch iMac to Push the Boundaries of Your Workflowaπ   30-core GPU with Up to 3.6x Faster Performance than 27-inch iMac for Graphics-Intensive Pro Workflowsa≤   16-core Neural Engine for Advanced Machine Learning   32GB of Unified Memory to Run Multiple Demanding Pro Apps
Electornics and Appliances,Mini PC Desktop Computer and PCs,"3,799.99",Rated 5 out of 5 stars based on 8 reviews.,"Mac Studio: Apple M2 Ultra chip with 24a ERUOëcore CPU, 60a ERUOëcore GPU, 1TB SSD",M2 Ultraa†Chip for Exceptional Performance   24-core CPU Packs Up to 3.3x Faster Performance than 27-inch iMac to Push the Boundaries of Your Workflowaπ   60-core GPU with Up to 6.1x Faster Performance than 27-inch iMac for Graphics-Intensive Pro Workflowsa≤   32-core Neural Engine for Advanced Machine Learning   64GB of Unified Memory to Run Multiple Demanding Pro Apps
Electornics and Appliances,Monitors,99.99,Rated 4.6 out of 5 stars based on 191 reviews.,Acer 27a ERUOù Class FHD IPS Monitor ,1920 x 1080 Resolution   AMD FreeSync Technology   1 ms Virtual Response BoostaÑ¢   100 Hz Refresh Rate Using HDMI Port   Zero Frame Design
Electornics and Appliances,Monitors,229.99,Rated 4.5 out of 5 stars based on 542 reviews.,"LG UltraGear 32"" Class QHD Gaming Monitor",2560 x 1440 Resolution   165Hz Refresh Rate   1ms Motion Blur Reduction   NVIDIA G-SYNC Compatible   Height Adjustable Stand
Electornics and Appliances,Monitors,279.99,Rated 4.3 out of 5 stars based on 2159 reviews.,"Samsung 32"" Class ViewFinity UR90 4K UHD Curved Monitor",3840 x 2160 Resolution   60 Hz Refresh Rate   4ms Response Time   2500:1 Contrast Ratio   1500R Curvature
Electornics and Appliances,Monitors,349.99,Rated 4.6 out of 5 stars based on 3126 reviews.,"LG 35"" Class UltraWide Curved WQHD HDR10 Monitor ","3440 x 1440 Resolution   100Hz Refresh Rate   5ms Response Time   AMD FreeSync Technology   HDMI, Display Port and USB 3.0 Cables Included"
Electornics and Appliances,Monitors,179.99,Rated 4.6 out of 5 stars based on 2058 reviews.,"LG 27"" Class FHD IPS FreeSync Monitor",1920 x 1080 Resolution   75Hz Refresh Rate   1ms Motion Blur Reduction   AMD FreeSyncaÑ¢ Technology   Virtually Borderless Design
Electornics and Appliances,Monitors,169.99,Rated 4.5 out of 5 stars based on 102 reviews.,Acer 27a ERUOù Class WQHD Curved Gaming Monitor,2560 x 1440 Curved Widescreen Display   165 Hz Refresh Rate using Display Port and 1ms Virtual Response Boost   High Brightness and Contrast with VESA Certified DisplayHDRaÑ¢400   AMD FreeSync Premium Technology and Acer VisionCare Technologies   HDMI Cable Included
Electornics and Appliances,Monitors,379.99,Rated 4.3 out of 5 stars based on 70 reviews.,LG 24a ERUOù Class QHD IPS Monitor Ergo Dual with USB-C and DP Daisy Chain,"24"" QHD (2560 x 1440) IPS Display x 2   75Hz Refresh Rate and 5ms Response Time   AMD FreeSync Technology   Auto Pivot and Dual Controller and OnScreen Control   HDMI, Display Port and USB Cables Included"
Electornics and Appliances,Monitors,299.99,Rated 4.3 out of 5 stars based on 94 reviews.,"Acer Nitro 34"" Class UWQHD Curved Gaming Monitor ",3440 x 1440 Resolution   165 Hz Refresh Rate   1ms Virtual Response BoostaÑ¢   AMD FreeSync Premium Technology   HDMI Cable Included
Electornics and Appliances,Monitors,199.99,Rated 4.4 out of 5 stars based on 242 reviews.,"Samsung 32"" Class S30B Series FHD AMD FreeSync Monitor",1920 x 1080 Resolution   75 Hz Refresh Rate   8ms Response Time   AMD FreeSync Technology   HDMI Cable Included
Electornics and Appliances,Monitors,219.99,Rated 3.6 out of 5 stars based on 5 reviews.,Samsung 32a ERUOù Class M50C Series FHD Smart Monitor,"1920 x 1080 Resolution with HDR10 Technology   60 Hz Max Refresh Rate   Built in Speakers   Remote Control and HDMI Cable Included   Smart TV Apps: Netflix, YouTube and More"
Electornics and Appliances,Monitors,169.99,Rated 4.6 out of 5 stars based on 32 reviews.,Acer Nitro 32a ERUOù Class FHD Curved Monitor,"1920 x 1080 Resolution   165Hz Refresh Rate, 1ms Response Time   ZeroFrame Design, HDR10   AMD FreeSync Premium Technology   HDMI Cable Included"
Electornics and Appliances,Monitors,219.99,Rated 4.9 out of 5 stars based on 10 reviews.,"MSI 27"" WQHD IPS Nvidia G-Sync Gaming Monitor",WQHD (2560 x 1440) Rapid IPS Display   170Hz Refresh Rate and 1ms Response Time   Nvidia G-Sync Compatible   VESA Display HDR 400   Type-C Display with 15W Power Delivery
Electornics and Appliances,Monitors,799.99,Rated 4.5 out of 5 stars based on 358 reviews.,"Samsung 49"" Class Odyssey CRG9 Series DQHD Curved Gaming Monitor",5120 x 1440 Resolution with QLED Technology   120 Hz Max Refresh Rate   4ms Response Time   NVIDIA G-Sync and FreeSync Premium Pro   Height Adjustable Stand / Tilt /Swivel
Electornics and Appliances,Monitors,99.99,No Reviews,Acer 24a ERUOù Class FHD Monitor,1920 x 1080 Widescreen IPS Monitor with AMD FreeSync Technology   100 Hz Refresh Rate   1ms Virtual Response BoostaÑ¢   Acer VisionCare Technologies   HDMI Cable Included
Electornics and Appliances,Monitors,139.99,Rated 4.6 out of 5 stars based on 577 reviews.,"MSI 27"" FHD IPS Nvidia G-Sync Gaming Monitor Optix G273",1920 x 1080 Resolution   165Hz Refresh Rate   1ms Fast Response Time   NVIDIA G-SYNC Compatible   DisplayPort Cable Included
Electornics and Appliances,Monitors,229.99,Rated 4.6 out of 5 stars based on 889 reviews.,"LG 32"" Class FHD IPS FreeSync Monitor",1920 x 1080 Resolution   75Hz Refresh Rate   5ms Response Time   AMD FreeSync Technology   HDMI Cable Included
Electornics and Appliances,Monitors,179.99,Rated 4.6 out of 5 stars based on 4056 reviews.,"Samsung 27"" Class CF39 Series FHD FreeSyncaÑ¢ Curved Monitor",1920 x 1080 Resolution   60 Hz Refresh Rate   4ms Response Time   AMD Radeon FreeSync Technology   HDMI Cable Included
Electornics and Appliances,Monitors,999.99,No Reviews,"LG UltraGear 49"" Class DQHD Curved Gaming Monitor",DQHD Display with Anti-glare   5120 x 1440 Resolution   240Hz Refresh Rate   1ms Response Time   AMD FreeSync Premium Pro Technology
Electornics and Appliances,Monitors,449.99,Rated 3.7 out of 5 stars based on 6 reviews.,Samsung Odyssey 32a ERUOù Class G65B Series QHD 240Hz Curved Gaming Monitor ,"2560 x 1440 Resolution   240 Hz Refresh Rate   1ms Response Time   Smart TV Apps and Gaming Hub   Height, Swivel and Tilt Adjustable Stand"
Electornics and Appliances,Monitors,199.99,Rated 4.3 out of 5 stars based on 66 reviews.,"MSI 27"" WQHD 165Hz AMD FreeSync Curved Gaming Monitor ",2560 x 1440 Resolution   165Hz Refresh Rate   1ms Fast Response Time   AMD FreeSync Premium Technology   1000R Curved Screen   DisplayPort Cable Included
Electornics and Appliances,Monitors,249.99,Rated 4.4 out of 5 stars based on 31 reviews.,Acer 31.5a ERUOù Class WQHD Curved Gaming Monitor,"2560 x 1440 Resolution   165Hz Display Port Refresh Rate, 1ms Response Time   ZeroFrame Design   AMD FreeSync Premium Pro Technology   HDMI Cable and DisplayPort Cable Included"
Electornics and Appliances,Monitors,229.99,Rated 4.5 out of 5 stars based on 252 reviews.,"Dell 32"" Class FHD AMD FreeSync Curved Monitor",1920 x 1080 Resolution   75 Hz Refresh Rate   Up to 4ms Response Time   AMD FreeSync Technology   HDMI Cable Included
Electornics and Appliances,Monitors,599.99,Rated 4 out of 5 stars based on 2 reviews.,"Samsung 34a ERUOù ViewFinity S65UA UWQHD Curved Monitor, $40 Costco Shop Card Included",USB Type-C and HDMI Cable Included   3440 x 1440 Resolution   100 Hz Refresh Rate   5ms Response Time   HDMI Cable Included
Electornics and Appliances,Monitors,279.99,Rated 4.6 out of 5 stars based on 26 reviews.,"LG UltraGear 27"" Class QHD IPS Gaming Monitor ","27"" QHD (2560 x 1440) IPS Display   165Hz Refresh Rate and 1ms Response Time   Nvidia G-Sync Compatible with AMD FreeSync Premium   sRGB 99% (Typ.) Color Gamut with HDR 10   Tilt, Height and Pivot Adjustable Stand"
Electornics and Appliances,Musical Instruments,419.99,No Reviews,"Masingo Smart Karaoke Machine with 15"" Touchscreen Display, WiFi, Speaker and 2 Wireless Microphones - Allegro X8 2.0","40-watt Speaker and Karaoke Tablet with Apps
2 Wireless Microphones Included
Includes Charging Cables, Performer's Manual
Lyrics Display on Screen"
Electornics and Appliances,Musical Instruments,209.99,Rated 4.5 out of 5 stars based on 187 reviews.,Casio CT-X700 Premium Portable Keyboard Bundle,"61 Full-size Touch-responsive Keys   600 Tones, 195 Rhythms   Class-compliant USB-Midi   1/4a ERUO≥ Headphone Out   Includes AC Adapter"
Electornics and Appliances,Musical Instruments,339.99,No Reviews,"Masingo Smart Karaoke Machine with 15"" Touchscreen Display, WiFi, Speaker and 2 Wireless Microphones - Alto X6 2.0","40-watt Speaker and Karaoke Tablet with Apps   2 Wireless Microphones Included   Includes Charging Cables, Performer's Manual   Download Your Favorite Songs   Android 12.0 Ram 2GB"
Electornics and Appliances,Musical Instruments,699.99,Rated 4.8 out of 5 stars based on 76 reviews.,Roland FRP-2-ACR Digital Piano Bundle,"88-note, Weighted Action with Ivory-Feel Keys   Enhanced Grand Piano Tone   Built-in Bluetooth to Use with Wide Range of Apps   Twin Piano Mode is Ideal for Lessons   Wireless Control of Piano via the Roland Piano App"
Electornics and Appliances,Musical Instruments,199.99,Rated 3.3 out of 5 stars based on 52 reviews.,"Singing Machine Premium WiFi Karaoke System with 10.1"" Touchscreen Display","Online Streaming Singing Machine Karaoke App with Tablet System, Endless Karaoke Content onto Loud, Room-filling Speakers   10.1a ERUOù Touchscreen Display USB Port to Record, Save and Share Performance   Bluetooth Audio Streaming for any Mobile Device, Line in Function for Other Traditional Audio Devices   Two Wireless VHF Microphones Included   Record and Share your Performances"
Electornics and Appliances,Musical Instruments,"1,049.99",Rated 4.3 out of 5 stars based on 43 reviews.,Roland CPF-107 Contemporary Digital Piano Bundle,"Ivory Feel 88-Note Progressive Hammer Keyboard Action   Grand Piano Tone and Touch with Zero Maintenance   Includes Piano/Stand/Pedals, Headphones, Bench, Care Kit, and Music Books   Bluetooth MIDI, Bluetooth Audio, and USB Connectivity   5-Year Parts, 2-Year Labor In-home Service Warranty"
Electornics and Appliances,Musical Instruments,849.99,Rated 4.4 out of 5 stars based on 71 reviews.,Casio PX-770 Premium Digital Piano Bundle,"Stunning Grand Piano Sound and Touch   88 keys, Tri-sensor Scaled Hammer Action Keyboard   Ideal for Performance, Practice or Lessons   60 Songs Are Included In the Built-in Music Library"
Electornics and Appliances,Musical Instruments,999.99,Rated 4.5 out of 5 stars based on 14 reviews.,Casio AP-265 Celviano Digital Piano with Bench,"Stunning Grand Piano Sound and Touch   88 Keys, Tri-sensor Scaled Hammer Action Keyboard   Ideal for Performance, Practice or Lessons   60 Songs Are Included In the Built-in Music Library"
Electornics and Appliances,Musical Instruments,"2,999.99",Rated 5 out of 5 stars based on 1 reviews.,Artesia Pro a5 Grand Digital Piano,Includes:   Matching Duet Bench with Storage   Play Along Songbook and Thumb Drive with 100's of Songs   Assembly Guide and Instruction Manual   Assembly Tools and USB Cable
Electornics and Appliances,Musical Instruments,229.99,Rated 4.3 out of 5 stars based on 31 reviews.,Washburn Festival EA15ATB Acoustic Electric Guitar,Flame Maple Veneer Top   Mahogany Neck with a Two-Way Adjustable Truss Rod   Plug-in Ready and Pre-Equipped with Barcus-Berry Pickup/Electronics   NuBone Nut and Saddle
Electornics and Appliances,Musical Instruments,999.99,Rated 4.8 out of 5 stars based on 4 reviews.,Artesia Pro a24 Upright Digital Piano,"High Gloss Ebony Upright Digital Piano with Storage Bench   Acoustic Piano Sampling for Stunning Realism   Scaled Weighted Hammer Action Keybed   Dynamic Sound Delivery System with EQ Effects   Connectivity to your Smartphone, Tablet, Computer"
Electornics and Appliances,Musical Instruments,"1,199.99",Rated 4.4 out of 5 stars based on 410 reviews.,Artesia DP-150e Plus Digital Upright Piano Bundle,"Includes Duet Bench, Songbook, and Thumb Drive with Prerecorded Songs   Hand Rubbed High Gloss Ebony Deluxe Upright Cabinet   Bluetooth and USB Connectivity for Phones, Tablets and Laptops   88 Key Weighted Natural Balanced Hammer Action Keybed   3-layer and 3D Instrument Sound Samples plus Concert Hall Sound"
Electornics and Appliances,Musical Instruments,"4,999.99",Rated 4.6 out of 5 stars based on 72 reviews.,Roland CG-1 Mini Grand Digital Piano Bundle,"Easy Bluetooth Control via Free iOS/Android Apps
Ten-year in Home Warranty
Perfect Tone via Rolanda ERUOôs Unrivaled Piano Modeling
Beautiful Polished Ebony Cabinet and Deluxe Bench
Superior Touch with Rolanda ERUOôs Acclaimed Key Action"
Electornics and Appliances,Musical Instruments,"2,499.99",Rated 4.7 out of 5 stars based on 36 reviews.,Roland V-Drum Kits Bundle - TD-27K-SC,Cutting Edge TD-27 Prismatic Sound Modeling Module   Rolanda ERUOôs Legendary V-Drums Playability   PureAcoustic Ambience Technology and Effects   Bluetooth Audio for Playing to your own Music   Headphones Included for Silent Practice Sessions
Electornics and Appliances,Musical Instruments,"1,999.99",Rated 4.7 out of 5 stars based on 88 reviews.,Roland RCP-800 Digital Piano Bundle ,"Easy Bluetooth Control Via Free iOS/Android Apps   Ivory Feel Progressive Weighted Hammer Action   Acclaimed SuperNATURAL Piano Tone   5-year Parts, 2-year Labor Warranty   Fine Furniture Cabinet with Lush Stereo Sound"
Electornics and Appliances,Musical Instruments,"1,999.99",Rated 4.5 out of 5 stars based on 4 reviews.,Artesia Pro a3 Micro Digital Grand Piano,Expressive Grand Piano Realism and 100a ERUOôs of Other Instrument Voices   Bluetooth Compatible and Two Convenient USB Ports   Over 130 instrument Voices   Over 99 Rhythm Accompaniment Patterns with Variation   50+ Pre-set Songs
Electornics and Appliances,Musical Instruments,"4,599.99",No Reviews,Roland V-Drums Acoustic Design Bundle - VAD-506C,"Electronic Drum Kit with Full-size Wood Shells   TD-27 Sound Module with Advanced Prismatic Sound Modeling   Stereo Mix Output, Two Assignable Outputs, and 28-channel USB Audio Interface   Includes DW-3000 Snare Stand, Kick Pedal, and Hi-Hat Stand and More   Bluetooth Connectivity to Stream Music to TD-27 for Practice or Performance"
Electornics and Appliances,Musical Instruments,"3,799.99",No Reviews,EFNOTE 051 Electronic Drum Kit,Acoustic Style 6 Ply Birch Shells White Sparkle   Raw Acoustic   Sounds W/O Resynthesis Acoustic Play   18a ERUOù Full Ride and 16a ERUOù Crash Cymbals 3 Zone 360 Choke   Hi Hat Multi Optical Sensing for Acoustic Expression   Multi-sensor Eliminates Hot Spots for Snare and Toms
Electornics and Appliances,Musical Instruments,"1,399.99",Rated 4.5 out of 5 stars based on 25 reviews.,Roland V-Drum Kit Pedal - TD-07KX,Easy-to-use TD-07 Module with Over 140 Sounds   Bluetooth and USB for Fun Music Apps and Recording   Headphones Included for Silent Practice Sessions   Built-In Metronome with Adjustable Time Signatures   Onboard Rhythm Coach Technology to Improve your Playing
Electornics and Appliances,Musical Instruments,"1,499.99",Rated 4.1 out of 5 stars based on 21 reviews.,Roland RP750 Digital Piano Bundle ,"Grand Piano Tone and Touch with PHA-4 Hammer Action   Over 400 Songs, Plus More Via the Roland Piano App   Control Via Your Phone or Tablet with Bluetooth MIDI   Bluetooth Audio for Streaming Your Favorite Playlists   Deluxe Cabinet Only Available on Higher End Rolands"
